occurrence_no,collection_no,identified_name,identified_rank,accepted_name,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,class,order,family,genus,abund_value,abund_unit,taxon_environment,diet,composition,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
488561,49093,Canis sp.,genus,Canis,Middle Pleistocene,,0.781,0.126,13054,Chordata,Mammalia,Carnivora,Canidae,Canis,1,specimens,terrestrial,"carnivore, omnivore",phosphatic,1.2,44.799999,FR,Aquitaine,,based on nearby landmark,seconds,,"Near Cenac-et-Saint-Julien, on which the co-ordinates are based."
488603,49094,Hyaena prisca,species,Hyaena prisca,Middle Pleistocene,,0.781,0.126,13054,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,,,terrestrial,carnivore,phosphatic,0.366667,43.116669,FR,Haute-Pyrenees,,based on nearby landmark,minutes,,"Near the site of Montousse, on which the co-ordinates here are based."
488605,49094,Canis sp.,genus,Canis,Middle Pleistocene,,0.781,0.126,13054,Chordata,Mammalia,Carnivora,Canidae,Canis,,,terrestrial,"carnivore, omnivore",phosphatic,0.366667,43.116669,FR,Haute-Pyrenees,,based on nearby landmark,minutes,,"Near the site of Montousse, on which the co-ordinates here are based."
488608,49094,Martes foina,species,Martes foina,Middle Pleistocene,,0.781,0.126,13054,Chordata,Mammalia,Carnivora,Mustelidae,Martes,,,terrestrial,"carnivore, omnivore",phosphatic,0.366667,43.116669,FR,Haute-Pyrenees,,based on nearby landmark,minutes,,"Near the site of Montousse, on which the co-ordinates here are based."
489214,49211,Homotherium crenatidens,species,Homotherium,Early Pleistocene,Middle Pleistocene,2.588,0.126,13792,Chordata,Mammalia,Carnivora,Felidae,Homotherium,,,terrestrial,carnivore,phosphatic,-5.015278,43.341667,ES,Asturias,Cangas de Onis,based on nearby landmark,seconds,,Co-ordinates based on the village of Mestas de Con.
489215,49211,Ursus cf. etruscus,species,Ursus etruscus,Early Pleistocene,Middle Pleistocene,2.588,0.126,13792,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,-5.015278,43.341667,ES,Asturias,Cangas de Onis,based on nearby landmark,seconds,,Co-ordinates based on the village of Mestas de Con.
489314,49240,Pachycrocuta brevirostris,species,Pachycrocuta brevirostris,Pliocene,Pleistocene,5.333,0.0117,13150,Chordata,Mammalia,Carnivora,Hyaenidae,Pachycrocuta,,,terrestrial,carnivore,phosphatic,11.480556,43.624443,IT,Tuscany,,based on nearby landmark,seconds,,"Co-ordinates based on the village of Matassino, in which the clay pit is based."
489315,49240,Canis etruscus,species,Canis etruscus,Pliocene,Pleistocene,5.333,0.0117,13150,Chordata,Mammalia,Carnivora,Canidae,Canis,,,terrestrial,"carnivore, omnivore",phosphatic,11.480556,43.624443,IT,Tuscany,,based on nearby landmark,seconds,,"Co-ordinates based on the village of Matassino, in which the clay pit is based."
489316,49240,Canis arnensis,species,Canis arnensis,Pliocene,Pleistocene,5.333,0.0117,13150,Chordata,Mammalia,Carnivora,Canidae,Canis,,,terrestrial,"carnivore, omnivore",phosphatic,11.480556,43.624443,IT,Tuscany,,based on nearby landmark,seconds,,"Co-ordinates based on the village of Matassino, in which the clay pit is based."
489317,49240,Ursus etruscus,species,Ursus etruscus,Pliocene,Pleistocene,5.333,0.0117,13150,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,11.480556,43.624443,IT,Tuscany,,based on nearby landmark,seconds,,"Co-ordinates based on the village of Matassino, in which the clay pit is based."
489334,44089,Acinonyx pardinensis,species,Acinonyx pardinensis,Villanyian,,3.2,2.588,13151,Chordata,Mammalia,Carnivora,Felidae,Acinonyx,,,terrestrial,carnivore,phosphatic,10.75,43.666668,IT,Pisa,,based on nearby landmark,minutes,,"Co-ordinates based on the small town of Montopoli, lower Val d'Arno, west of Florence. The locality is on a hilltop, a short distance south of Montopoli, to the south of the River Arno. "
489335,44089,Pachycrocuta perrieri,species,Pachycrocuta,Villanyian,,3.2,2.588,13151,Chordata,Mammalia,Carnivora,Hyaenidae,Pachycrocuta,,,terrestrial,carnivore,phosphatic,10.75,43.666668,IT,Pisa,,based on nearby landmark,minutes,,"Co-ordinates based on the small town of Montopoli, lower Val d'Arno, west of Florence. The locality is on a hilltop, a short distance south of Montopoli, to the south of the River Arno. "
489336,44089,Nyctereutes megamastoides,species,Nyctereutes megamastoides,Villanyian,,3.2,2.588,13151,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes,,,terrestrial,"omnivore, carnivore",phosphatic,10.75,43.666668,IT,Pisa,,based on nearby landmark,minutes,,"Co-ordinates based on the small town of Montopoli, lower Val d'Arno, west of Florence. The locality is on a hilltop, a short distance south of Montopoli, to the south of the River Arno. "
489369,49254,Ursus etruscus,species,Ursus etruscus,MN 17,,2.588,1.806,13155,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,10.03,44.228058,IT,Tuscany,Lunigiana,based on nearby landmark,seconds,,"Locality is on a road leading to Olivola village (on which the co-ordinates are based), which is on a hilltop to the North East of Aulla, the main town of Lunigiana district."
489370,49254,Canis etruscus,species,Canis etruscus,MN 17,,2.588,1.806,13155,Chordata,Mammalia,Carnivora,Canidae,Canis,,,terrestrial,"carnivore, omnivore",phosphatic,10.03,44.228058,IT,Tuscany,Lunigiana,based on nearby landmark,seconds,,"Locality is on a road leading to Olivola village (on which the co-ordinates are based), which is on a hilltop to the North East of Aulla, the main town of Lunigiana district."
489371,49254,Megantereon cultridens,species,Megantereon cultridens,MN 17,,2.588,1.806,13155,Chordata,Mammalia,Carnivora,Felidae,Megantereon,,,terrestrial,carnivore,phosphatic,10.03,44.228058,IT,Tuscany,Lunigiana,based on nearby landmark,seconds,,"Locality is on a road leading to Olivola village (on which the co-ordinates are based), which is on a hilltop to the North East of Aulla, the main town of Lunigiana district."
489372,49254,Homotherium crenatidens,species,Homotherium,MN 17,,2.588,1.806,13155,Chordata,Mammalia,Carnivora,Felidae,Homotherium,,,terrestrial,carnivore,phosphatic,10.03,44.228058,IT,Tuscany,Lunigiana,based on nearby landmark,seconds,,"Locality is on a road leading to Olivola village (on which the co-ordinates are based), which is on a hilltop to the North East of Aulla, the main town of Lunigiana district."
489373,49254,Lynx cf. issiodorensis,species,Lynx issiodorensis,MN 17,,2.588,1.806,13155,Chordata,Mammalia,Carnivora,Felidae,Lynx,,,terrestrial,carnivore,phosphatic,10.03,44.228058,IT,Tuscany,Lunigiana,based on nearby landmark,seconds,,"Locality is on a road leading to Olivola village (on which the co-ordinates are based), which is on a hilltop to the North East of Aulla, the main town of Lunigiana district."
489376,49254,Chasmaporthetes lunensis,species,Chasmaporthetes lunensis,MN 17,,2.588,1.806,13155,Chordata,Mammalia,Carnivora,Hyaenidae,Chasmaporthetes,1,specimens,terrestrial,carnivore,phosphatic,10.03,44.228058,IT,Tuscany,Lunigiana,based on nearby landmark,seconds,,"Locality is on a road leading to Olivola village (on which the co-ordinates are based), which is on a hilltop to the North East of Aulla, the main town of Lunigiana district."
489377,49254,Felis lunensis,species,Felis lunensis,MN 17,,2.588,1.806,13155,Chordata,Mammalia,Carnivora,Felidae,Felis,,,terrestrial,carnivore,phosphatic,10.03,44.228058,IT,Tuscany,Lunigiana,based on nearby landmark,seconds,,"Locality is on a road leading to Olivola village (on which the co-ordinates are based), which is on a hilltop to the North East of Aulla, the main town of Lunigiana district."
489577,48981,Canis sp.,genus,Canis,Early Pleistocene,,2.588,0.781,13167,Chordata,Mammalia,Carnivora,Canidae,Canis,2,specimens,terrestrial,"carnivore, omnivore",phosphatic,1.841667,44.485558,FR,Lot,,based on nearby landmark,seconds,,Co-ordinates based on the village of Cajarc.
489578,49306,Pachycrocuta brevirostris,species,Pachycrocuta brevirostris,Pliocene,Pleistocene,5.333,0.0117,9580,Chordata,Mammalia,Carnivora,Hyaenidae,Pachycrocuta,1,specimens,terrestrial,carnivore,phosphatic,1.696944,44.456112,FR,,,based on nearby landmark,seconds,,Co-ordinates based on the village of Cregols.
489585,49307,Homotherium latidens,species,Homotherium ultimum,Early Pleistocene,,2.588,0.781,9580,Chordata,Mammalia,Carnivora,Felidae,Homotherium,2,specimens,terrestrial,carnivore,phosphatic,0.707778,44.406666,FR,,,based on nearby landmark,seconds,,"Locality near Villeneuve-sur-Lot, on which the co-ordinates have been based."
489590,49239,Canis arnensis,species,Canis arnensis,Early Pleistocene,Middle Pleistocene,2.588,0.126,13155,Chordata,Mammalia,Carnivora,Canidae,Canis,,,terrestrial,"carnivore, omnivore",phosphatic,12.935556,42.964722,IT,,,based on nearby landmark,seconds,,"Co-ordinates based on the town of Collecurti, in the Apennines. Not far from the watershed between the Umbria and Marche districts."
489591,49239,Canis cf. falconeri,species,Canis,Early Pleistocene,Middle Pleistocene,2.588,0.126,13155,Chordata,Mammalia,Carnivora,Canidae,Canis,,,terrestrial,"carnivore, omnivore",phosphatic,12.935556,42.964722,IT,,,based on nearby landmark,seconds,,"Co-ordinates based on the town of Collecurti, in the Apennines. Not far from the watershed between the Umbria and Marche districts."
489592,49239,Ursus cf. etruscus,species,Ursus etruscus,Early Pleistocene,Middle Pleistocene,2.588,0.126,13155,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,12.935556,42.964722,IT,,,based on nearby landmark,seconds,,"Co-ordinates based on the town of Collecurti, in the Apennines. Not far from the watershed between the Umbria and Marche districts."
489686,49336,Carnivora indet.,order,Carnivora,Villanyian,,3.2,2.588,13151,Chordata,Mammalia,Carnivora,,,,,terrestrial,"carnivore, omnivore",phosphatic,11.251944,42.800556,IT,Tuscany,,based on nearby landmark,seconds,,Co-ordinates based on Arcillo village.
489797,49353,Ursus sp.,genus,Ursus,Ruscinian,Villanyian,5.333,2.588,13151,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,9.959722,44.112499,IT,Tuscany,,based on nearby landmark,seconds,,"Co-ordinates have been based on the town of Sarzana, Val di Magra. Sarzanello is a castle near by."
489816,49360,Parailurus cf. hungaricus,species,Parailurus,MN 16,,3.2,2.588,13151,Chordata,Mammalia,Carnivora,Ailuridae,Parailurus,,,terrestrial,"carnivore, omnivore",phosphatic,8.032778,44.913055,IT,Piedmont,,based on nearby landmark,seconds,,Co-ordinates based on the town of Villafranca d'Asta which is halfway down the Triversa River valley. The Arondelli deposit is approximately 1km North East of Villafranca. 
489817,49360,cf. Baranogale helbingi,species,Baranogale helbingi,MN 16,,3.2,2.588,13151,Chordata,Mammalia,Carnivora,Mustelidae,Baranogale,,,terrestrial,"carnivore, omnivore",phosphatic,8.032778,44.913055,IT,Piedmont,,based on nearby landmark,seconds,,Co-ordinates based on the town of Villafranca d'Asta which is halfway down the Triversa River valley. The Arondelli deposit is approximately 1km North East of Villafranca. 
489818,49360,Enhydrictis sp.,genus,Enhydrictis,MN 16,,3.2,2.588,13151,Chordata,Mammalia,Carnivora,Mustelidae,Enhydrictis,,,terrestrial,"carnivore, omnivore",phosphatic,8.032778,44.913055,IT,Piedmont,,based on nearby landmark,seconds,,Co-ordinates based on the town of Villafranca d'Asta which is halfway down the Triversa River valley. The Arondelli deposit is approximately 1km North East of Villafranca. 
489819,49360,Mustelidae indet.,family,Mustelidae,MN 16,,3.2,2.588,13151,Chordata,Mammalia,Carnivora,Mustelidae,,,,terrestrial,"carnivore, omnivore",phosphatic,8.032778,44.913055,IT,Piedmont,,based on nearby landmark,seconds,,Co-ordinates based on the town of Villafranca d'Asta which is halfway down the Triversa River valley. The Arondelli deposit is approximately 1km North East of Villafranca. 
489820,49360,cf. Viverridae indet.,family,Viverridae,MN 16,,3.2,2.588,13151,Chordata,Mammalia,Carnivora,Viverridae,,,,terrestrial,"carnivore, insectivore",phosphatic,8.032778,44.913055,IT,Piedmont,,based on nearby landmark,seconds,,Co-ordinates based on the town of Villafranca d'Asta which is halfway down the Triversa River valley. The Arondelli deposit is approximately 1km North East of Villafranca. 
489842,49363,Felidae indet.,family,Felidae,MN 16,,3.2,2.588,13151,Chordata,Mammalia,Carnivora,Felidae,,,,terrestrial,carnivore,phosphatic,10.410556,44.131943,IT,Tuscany,,based on nearby landmark,seconds,,Co-ordinates based on the village of Pieve Fosciana.
489940,49406,Ursus minimus,species,Ursus minimus,MN 16,,3.2,2.588,13151,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,11.466111,43.570557,IT,Tuscany,,based on nearby landmark,seconds,,Co-ordinates based on the village of Meleto. 
489959,49414,Hyaenidae indet.,family,Hyaenidae,MN 17,,2.588,1.806,13151,Chordata,Mammalia,Carnivora,Hyaenidae,,,,terrestrial,carnivore,phosphatic,13.158889,41.742222,IT,Lazio,,based on nearby landmark,seconds,,"Co-ordinates based on the town of Anagni, near the site."
489960,49414,Machairodontinae ? indet.,subfamily,Machairodontinae,MN 17,,2.588,1.806,13151,Chordata,Mammalia,Carnivora,Felidae,,,,terrestrial,carnivore,phosphatic,13.158889,41.742222,IT,Lazio,,based on nearby landmark,seconds,,"Co-ordinates based on the town of Anagni, near the site."
489961,49414,Canis aff. etruscus,species,Canis etruscus,MN 17,,2.588,1.806,13151,Chordata,Mammalia,Carnivora,Canidae,Canis,,,terrestrial,"carnivore, omnivore",phosphatic,13.158889,41.742222,IT,Lazio,,based on nearby landmark,seconds,,"Co-ordinates based on the town of Anagni, near the site."
489962,49414,Vulpes cf. alopecoides,species,Vulpes alopecoides,MN 17,,2.588,1.806,13151,Chordata,Mammalia,Carnivora,Canidae,Vulpes,,,terrestrial,"carnivore, omnivore",phosphatic,13.158889,41.742222,IT,Lazio,,based on nearby landmark,seconds,,"Co-ordinates based on the town of Anagni, near the site."
490047,49421,Trochotherium sp.,genus,Trochotherium,MN 7 + 8,,12.75,11.1,13210,Chordata,Mammalia,Carnivora,Mustelidae,Trochotherium,,,terrestrial,"carnivore, omnivore",phosphatic,7.940556,47.450558,CH,Baselland,,based on nearby landmark,seconds,,"East end of Anwil Village, just beside the street to Kienberg (Solothurn). On mapsheet 1069 Frick the fossil site has the coordinates: 638050/255780."
490048,49421,Herpestes filholi,species,Herpestes,MN 7 + 8,,12.75,11.1,13210,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,,,terrestrial,"insectivore, carnivore",phosphatic,7.940556,47.450558,CH,Baselland,,based on nearby landmark,seconds,,"East end of Anwil Village, just beside the street to Kienberg (Solothurn). On mapsheet 1069 Frick the fossil site has the coordinates: 638050/255780."
490049,49421,Semigenetta mutata,species,Semigenetta,MN 7 + 8,,12.75,11.1,13210,Chordata,Mammalia,Carnivora,Viverridae,Semigenetta,,,terrestrial,"carnivore, insectivore",phosphatic,7.940556,47.450558,CH,Baselland,,based on nearby landmark,seconds,,"East end of Anwil Village, just beside the street to Kienberg (Solothurn). On mapsheet 1069 Frick the fossil site has the coordinates: 638050/255780."
490050,49421,Ursavus brevirhinus,species,Ursavus brevirhinus,MN 7 + 8,,12.75,11.1,13210,Chordata,Mammalia,Carnivora,Ursidae,Ursavus,,,terrestrial,"herbivore, carnivore",phosphatic,7.940556,47.450558,CH,Baselland,,based on nearby landmark,seconds,,"East end of Anwil Village, just beside the street to Kienberg (Solothurn). On mapsheet 1069 Frick the fossil site has the coordinates: 638050/255780."
490051,49421,Pseudarctos aff. bavaricus,species,Pseudarctos,MN 7 + 8,,12.75,11.1,13210,Chordata,Mammalia,Carnivora,Amphicyonidae,Pseudarctos,,,terrestrial,carnivore,phosphatic,7.940556,47.450558,CH,Baselland,,based on nearby landmark,seconds,,"East end of Anwil Village, just beside the street to Kienberg (Solothurn). On mapsheet 1069 Frick the fossil site has the coordinates: 638050/255780."
490052,49421,Carnivora indet.,order,Carnivora,MN 7 + 8,,12.75,11.1,13210,Chordata,Mammalia,Carnivora,,,,,terrestrial,"carnivore, omnivore",phosphatic,7.940556,47.450558,CH,Baselland,,based on nearby landmark,seconds,,"East end of Anwil Village, just beside the street to Kienberg (Solothurn). On mapsheet 1069 Frick the fossil site has the coordinates: 638050/255780."
492215,31765,Cynodictis sp.2 informal,species,Cynodictis,Priabonian,,38,33.9,12515,Chordata,Mammalia,Carnivora,Canidae,Cynodictis,,,terrestrial,"carnivore, omnivore",phosphatic,1.733333,44.349998,FR,"Quercy, Midi-Pyrenees Region",Lot Departement,estimated from map,minutes,local area,Between the villages of Concots and Bach
492237,31764,Cynodictis sp.1 informal,species,Cynodictis,Priabonian,,38,33.9,12515,Chordata,Mammalia,Carnivora,Canidae,Cynodictis,,,terrestrial,"carnivore, omnivore",phosphatic,1.733333,44.349998,FR,"Quercy, Midi-Pyrenees Region",Lot Departement,estimated from map,minutes,local area,
492249,31756,Miacidae indet.,family,Miacidae,Priabonian,,38,33.9,13339,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,4.166667,43.883331,FR,Languedoc-Roussillon Region Region,Gard Departement,based on nearby landmark,minutes,local area,
492285,32105,Ursus etruscus,species,Ursus etruscus,MN 17,,2.588,1.806,13340,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,3.45,45.133331,FR,Auvergne Region,Haute-Loire Departement,based on nearby landmark,minutes,local area,near the village of Chilhac
492286,32105,Megantereon megantereon,species,Megantereon megantereon,MN 17,,2.588,1.806,13340,Chordata,Mammalia,Carnivora,Felidae,Megantereon,,,terrestrial,carnivore,phosphatic,3.45,45.133331,FR,Auvergne Region,Haute-Loire Departement,based on nearby landmark,minutes,local area,near the village of Chilhac
492287,32105,Nyctereutes megamastoides,species,Nyctereutes megamastoides,MN 17,,2.588,1.806,13340,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes,,,terrestrial,"omnivore, carnivore",phosphatic,3.45,45.133331,FR,Auvergne Region,Haute-Loire Departement,based on nearby landmark,minutes,local area,near the village of Chilhac
493138,49813,Homotherium sp.,genus,Homotherium,Middle Pleistocene,,0.781,0.126,13378,Chordata,Mammalia,Carnivora,Felidae,Homotherium,2,specimens,terrestrial,carnivore,phosphatic,1.731944,52.455276,UK,Suffolk,,based on nearby landmark,seconds,,"Co-ordinates based on Pakefield, Kessingland is slightly to the south. The locality is in a sea cliff exposed between the two villages."
493139,49813,Crocuta crocuta,species,Crocuta crocuta,Middle Pleistocene,,0.781,0.126,13378,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,,,terrestrial,carnivore,phosphatic,1.731944,52.455276,UK,Suffolk,,based on nearby landmark,seconds,,"Co-ordinates based on Pakefield, Kessingland is slightly to the south. The locality is in a sea cliff exposed between the two villages."
493140,49813,Ursus sp.,genus,Ursus,Middle Pleistocene,,0.781,0.126,13378,Chordata,Mammalia,Carnivora,Ursidae,Ursus,3,specimens,terrestrial,"herbivore, carnivore",phosphatic,1.731944,52.455276,UK,Suffolk,,based on nearby landmark,seconds,,"Co-ordinates based on Pakefield, Kessingland is slightly to the south. The locality is in a sea cliff exposed between the two villages."
493157,49814,Panthera leo,species,Panthera leo,Middle Pleistocene,,0.781,0.126,13378,Chordata,Mammalia,Carnivora,Felidae,Panthera,1,specimens,terrestrial,carnivore,phosphatic,1.731944,52.455276,UK,Suffolk,,based on nearby landmark,seconds,,"Co-ordinates based on Pakefield, Kessingland is slightly to the south. The locality is in a sea cliff exposed between the two villages."
493158,49814,Canis lupus,species,Canis lupus,Middle Pleistocene,,0.781,0.126,13378,Chordata,Mammalia,Carnivora,Canidae,Canis,4,specimens,terrestrial,carnivore,phosphatic,1.731944,52.455276,UK,Suffolk,,based on nearby landmark,seconds,,"Co-ordinates based on Pakefield, Kessingland is slightly to the south. The locality is in a sea cliff exposed between the two villages."
493159,49814,Crocuta crocuta,species,Crocuta crocuta,Middle Pleistocene,,0.781,0.126,13378,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,,,terrestrial,carnivore,phosphatic,1.731944,52.455276,UK,Suffolk,,based on nearby landmark,seconds,,"Co-ordinates based on Pakefield, Kessingland is slightly to the south. The locality is in a sea cliff exposed between the two villages."
493171,49815,Crocuta crocuta,species,Crocuta crocuta,Middle Pleistocene,,0.781,0.126,13378,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,1,specimens,terrestrial,carnivore,phosphatic,1.743056,52.465,UK,Suffolk,,based on nearby landmark,seconds,,"Co-ordinates based the village of Corton, North of Lowestoft. The locality is in a sea cliff, now covered by sea defences."
493203,49816,Canis lupus,species,Canis lupus,Middle Pleistocene,,0.781,0.126,13380,Chordata,Mammalia,Carnivora,Canidae,Canis,,,terrestrial,carnivore,phosphatic,1.246667,52.940556,UK,Norfolk,,based on nearby landmark,seconds,,Co-ordinates based on the village of West Runton.
493204,49816,Ursus deningeri,species,Ursus deningeri,Middle Pleistocene,,0.781,0.126,13380,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,1.246667,52.940556,UK,Norfolk,,based on nearby landmark,seconds,,Co-ordinates based on the village of West Runton.
493205,49816,Mustela nivalis,species,Mustela nivalis,Middle Pleistocene,,0.781,0.126,13380,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,terrestrial,"carnivore, omnivore",phosphatic,1.246667,52.940556,UK,Norfolk,,based on nearby landmark,seconds,,Co-ordinates based on the village of West Runton.
493206,49816,Mustela erminea,species,Mustela erminea,Middle Pleistocene,,0.781,0.126,13380,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,terrestrial,"carnivore, omnivore",phosphatic,1.246667,52.940556,UK,Norfolk,,based on nearby landmark,seconds,,Co-ordinates based on the village of West Runton.
493207,49816,Mustela putorius,species,Mustela putorius,Middle Pleistocene,,0.781,0.126,13380,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,terrestrial,"carnivore, omnivore",phosphatic,1.246667,52.940556,UK,Norfolk,,based on nearby landmark,seconds,,Co-ordinates based on the village of West Runton.
493208,49816,Martes sp.,genus,Martes,Middle Pleistocene,,0.781,0.126,13380,Chordata,Mammalia,Carnivora,Mustelidae,Martes,,,terrestrial,"carnivore, omnivore",phosphatic,1.246667,52.940556,UK,Norfolk,,based on nearby landmark,seconds,,Co-ordinates based on the village of West Runton.
493209,49816,Pannonictis sp.,genus,Pannonictis,Middle Pleistocene,,0.781,0.126,13380,Chordata,Mammalia,Carnivora,Mustelidae,Pannonictis,,,terrestrial,"carnivore, omnivore",phosphatic,1.246667,52.940556,UK,Norfolk,,based on nearby landmark,seconds,,Co-ordinates based on the village of West Runton.
493210,49816,Lutra simplicidens,species,Lutra simplicidens,Middle Pleistocene,,0.781,0.126,13380,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,,,terrestrial,"carnivore, omnivore",phosphatic,1.246667,52.940556,UK,Norfolk,,based on nearby landmark,seconds,,Co-ordinates based on the village of West Runton.
493211,49816,Crocuta crocuta,species,Crocuta crocuta,Middle Pleistocene,,0.781,0.126,13380,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,,,terrestrial,carnivore,phosphatic,1.246667,52.940556,UK,Norfolk,,based on nearby landmark,seconds,,Co-ordinates based on the village of West Runton.
493212,49816,Felis sp.,genus,Felis,Middle Pleistocene,,0.781,0.126,13380,Chordata,Mammalia,Carnivora,Felidae,Felis,,,terrestrial,carnivore,phosphatic,1.246667,52.940556,UK,Norfolk,,based on nearby landmark,seconds,,Co-ordinates based on the village of West Runton.
493213,49816,Panthera cf. gombaszoegensis,species,Panthera gombaszoegensis,Middle Pleistocene,,0.781,0.126,13380,Chordata,Mammalia,Carnivora,Felidae,Panthera,,,terrestrial,carnivore,phosphatic,1.246667,52.940556,UK,Norfolk,,based on nearby landmark,seconds,,Co-ordinates based on the village of West Runton.
493214,49816,cf. Homotherium sp.,genus,Homotherium,Middle Pleistocene,,0.781,0.126,13380,Chordata,Mammalia,Carnivora,Felidae,Homotherium,,,terrestrial,carnivore,phosphatic,1.246667,52.940556,UK,Norfolk,,based on nearby landmark,seconds,,Co-ordinates based on the village of West Runton.
494599,49989,Hyaena sp.,genus,Hyaena,Middle Pleistocene,,0.781,0.126,13425,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,2,specimens,terrestrial,carnivore,phosphatic,-1.891389,53.298332,UK,England,Derbyshire,based on nearby landmark,seconds,,"Co-ordinates given based on the village of Dove Holes. Locality was in the Victory (or Victoria) Quarry, Bibbington, National Grid Reference SK 0792 7695."
494600,49989,Homotherium sainzelli,species,Homotherium sainzelli,Middle Pleistocene,,0.781,0.126,13425,Chordata,Mammalia,Carnivora,Felidae,Homotherium,9,specimens,terrestrial,carnivore,phosphatic,-1.891389,53.298332,UK,England,Derbyshire,based on nearby landmark,seconds,,"Co-ordinates given based on the village of Dove Holes. Locality was in the Victory (or Victoria) Quarry, Bibbington, National Grid Reference SK 0792 7695."
494704,49999,Canis lupus,species,Canis lupus,Middle Pleistocene,,0.781,0.126,13430,Chordata,Mammalia,Carnivora,Canidae,Canis,,,terrestrial,carnivore,phosphatic,7.45,50.483334,DE,Rheinland-Pfalz,,stated in text,minutes,,"Central Rhineland, close to the confluence of the Rhine and Moselle. The site is on a small spur of land on the eastern bank of the Nette Stream."
494705,49999,Ursus cf. deningeri,species,Ursus deningeri,Middle Pleistocene,,0.781,0.126,13430,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,7.45,50.483334,DE,Rheinland-Pfalz,,stated in text,minutes,,"Central Rhineland, close to the confluence of the Rhine and Moselle. The site is on a small spur of land on the eastern bank of the Nette Stream."
494706,49999,Mustela (Putorius) putorius,species,Mustela putorius,Middle Pleistocene,,0.781,0.126,13430,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,terrestrial,"carnivore, omnivore",phosphatic,7.45,50.483334,DE,Rheinland-Pfalz,,stated in text,minutes,,"Central Rhineland, close to the confluence of the Rhine and Moselle. The site is on a small spur of land on the eastern bank of the Nette Stream."
494707,49999,Mustela nivalis,species,Mustela nivalis,Middle Pleistocene,,0.781,0.126,13430,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,terrestrial,"carnivore, omnivore",phosphatic,7.45,50.483334,DE,Rheinland-Pfalz,,stated in text,minutes,,"Central Rhineland, close to the confluence of the Rhine and Moselle. The site is on a small spur of land on the eastern bank of the Nette Stream."
494708,49999,Meles sp.,genus,Meles,Middle Pleistocene,,0.781,0.126,13430,Chordata,Mammalia,Carnivora,Mustelidae,Meles,,,terrestrial,"carnivore, omnivore",phosphatic,7.45,50.483334,DE,Rheinland-Pfalz,,stated in text,minutes,,"Central Rhineland, close to the confluence of the Rhine and Moselle. The site is on a small spur of land on the eastern bank of the Nette Stream."
494717,50000,Ursus deningeri,species,Ursus deningeri,Early Pleistocene,,2.588,0.781,9643,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,8.266667,50.066666,DE,Rheinland-Pfalz,,stated in text,minutes,,
494718,50000,Hyaena sp.,genus,Hyaena,Early Pleistocene,,2.588,0.781,9643,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,,,terrestrial,carnivore,phosphatic,8.266667,50.066666,DE,Rheinland-Pfalz,,stated in text,minutes,,
495565,34981,cf. Crocuta crocuta,species,Crocuta crocuta,Middle Pleistocene,,0.781,0.126,13427,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,,,terrestrial,carnivore,phosphatic,1.2225,51.915833,UK,,Essex,estimated from map,seconds,local area,"Little Oakley, Essex; East Anglia, eastern England. Lat and long from personal communication with H. O'Regan."
